title,type,description,release_year,age_certification,runtime,imdb_score,imdb_votes
Hajwala: The Missing Engine,MOVIE,"Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.",2016,R,96,2.1,250
My Little Baby,SHOW,"Cha Jung Han is a detective for a special investigation team. He is busy with investigating violent cases including drugs and gangs, but one day he takes in his niece, Eun Ae and struggles to raise her. Meanwhile, Han Ye Seul is a single mother who raises her 5-years-old son alone. She is Cha Jung-Hanâ€™s first love.",2016,TV-PG,37,6.9,103
Love Storm,SHOW,Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,2016,TV-14,87,5.5,325
Jada,MOVIE,"Jada is 7 years old. Jada lives alone on Venice Beach. By following her through a day in her life, the story of who she is, why she is there, and who the man is that has come looking for her unfolds.",2016,PG-13,16,5.3,157
Ozark,SHOW,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017,TV-MA,60,8.5,278223
Derry Girls,SHOW,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",2018,TV-MA,25,8.4,28718
The Sinner,SHOW,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",2017,TV-MA,45,7.9,117055
Blade Runner 2049,MOVIE,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",2017,R,164,8.0,539864
Dark,SHOW,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,TV-MA,56,8.699999999999998,354443
Sorry to Bother You,MOVIE,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success â€“ which propels him into a macabre universe.",2018,R,111,6.9,75653
Dunkirk,MOVIE,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",2017,PG-13,107,7.8,619645
Wind River,MOVIE,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,2017,R,106,7.7,240408
Molly's Game,MOVIE,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",2017,R,140,7.4,165817
Riverdale,SHOW,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdaleâ€™s wholesome facade.",2017,TV-14,42,6.7,139154
Legacies,SHOW,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelsonâ€™s daughter, 17-year-old Hope Mikaelson, Alaric Saltzmanâ€™s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",2018,TV-14,42,7.3,28877
Mindhunter,SHOW,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,TV-MA,53,8.6,261429
Den of Thieves,MOVIE,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,2018,R,140,7.0,107701
All American,SHOW,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",2018,TV-14,42,7.6,9704
Phantom Thread,MOVIE,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",2017,R,130,7.4,128600
Manifest,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,TV-14,42,7.1,50145
Elite,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018,TV-MA,48,7.4,73062
Cobra Kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31,8.6,163858
You,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47,7.7,225949
Lost in Space,SHOW,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",2018,TV-PG,49,7.3,96868
Money Heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017,TV-MA,50,8.3,450797
Lady Bird,MOVIE,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",2017,R,94,7.4,277165
Good Girls,SHOW,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018,TV-14,42,7.7,49867
The Ritual,MOVIE,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",2017,R,94,6.3,92788
Bodyguard,SHOW,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,2018,TV-MA,60,8.1,114446
Godless,SHOW,"A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâ€™s found a new life in a quiet town populated only by women.",2017,TV-MA,65,7.6,27
Altered Carbon,SHOW,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",2018,TV-MA,52,7.9,162018
Maniac,SHOW,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",2018,TV-MA,39,7.7,74877
Dirty John,SHOW,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,2018,TV-MA,44,7.3,20817
Darkest Hour,MOVIE,"A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.",2017,PG-13,125,7.4,193208
Babylon Berlin,SHOW,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.",2017,TV-MA,49,8.4,23256
Charmed,SHOW,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",2018,TV-14,42,4.5,16091
The Haunting of Hill House,SHOW,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",2018,TV-MA,58,8.6,226817
HAPPY!,SHOW,"Corrupt ex-cop turned hitman Nick Sax's life is changed forever by a relentlessly positive, imaginary blue winged horse named Happy.",2017,TV-MA,43,8.1,37747
